CustomerId,Surname,Credit_Score,Geography,Gender,Age,Tenure,Balance,Number_Of_Products,Has_Credit_Card,Is_Active_Member,Estimated_Salary,Customer_Status,Age_Group,Credit_Score_Band,Balance Category
15813844,Barnes,703,France,Male,37,8,105961.68,2,No,Yes,74158.8,Retained,Adult,Good,High balance
15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,Yes,Yes,45071.09,Exited,Senior,Fair,High balance
15576269,Madison,523,Spain,Male,34,7,0,2,Yes,No,62030.06,Retained,Adult,Poor,Zero Balance
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,Yes,No,131953.23,Exited,Adult,Fair,High balance
15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,Yes,No,79414,Retained,Young Adult,Very Good,High balance
15599792,Dimauro,545,France,Female,26,1,0,2,Yes,Yes,199638.56,Retained,Young Adult,Poor,Zero Balance
15657566,Wieck,634,Germany,Male,24,8,103097.85,1,Yes,Yes,157577.29,Retained,Young Adult,Fair,High balance
15772423,Liao,739,Germany,Male,54,8,126418.14,1,Yes,No,134420.75,Exited,Middle-Aged,Good,High balance
15628112,Hughes,771,Germany,Female,36,5,77846.9,1,No,No,99805.99,Retained,Adult,Very Good,Medium Balance
15753754,Morrison,587,Spain,Female,34,1,0,2,Yes,Yes,97932.68,Retained,Adult,Fair,Zero Balance
15793726,Matveyeva,681,France,Female,79,0,0,2,No,Yes,170968.99,Retained,Senior,Good,Zero Balance
15694717,Ku,544,Germany,Male,37,2,79731.91,1,Yes,Yes,57558.95,Retained,Adult,Poor,Medium Balance
15665834,Cheatham,696,Spain,Male,28,8,0,1,No,No,176713.47,Retained,Young Adult,Good,Zero Balance
15765297,Yao,766,Spain,Male,41,0,0,2,No,Yes,34283.23,Retained,Adult,Very Good,Zero Balance
15636684,Kirkland,727,France,Male,34,10,0,2,Yes,Yes,198637.34,Retained,Adult,Good,Zero Balance
15592979,Rose,671,Germany,Female,34,6,37266.67,2,No,No,156917.12,Retained,Adult,Good,Low Balance
15750803,Jess,693,France,Female,30,6,127992.25,1,Yes,Yes,50457.2,Retained,Young Adult,Good,High balance
15607178,Welch,850,Germany,Male,38,3,54901.01,1,Yes,Yes,140075.55,Retained,Adult,Excellent,Medium Balance
15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,Yes,Yes,65323.11,Retained,Adult,Good,High balance
15673481,Morton,726,Spain,Female,48,6,99906.19,1,Yes,No,64323.24,Retained,Middle-Aged,Good,Medium Balance
15686776,Rossi,557,France,Female,32,6,184686.41,2,Yes,No,14956.44,Retained,Adult,Poor,High balance
15673693,Reppert,682,France,Female,26,0,110654.02,1,No,Yes,111879.21,Retained,Young Adult,Good,High balance
15700696,Kang,738,Spain,Male,31,9,79019.8,1,Yes,Yes,18606.23,Retained,Adult,Good,Medium Balance
15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,Yes,No,123137.01,Retained,Adult,Poor,Medium Balance
15653857,Wallis,498,France,Male,34,2,0,2,Yes,Yes,148528.24,Retained,Adult,Poor,Zero Balance
15777076,Clark,651,France,Male,36,7,0,2,Yes,No,13898.31,Retained,Adult,Fair,Zero Balance
15717398,Fielding,549,Spain,Female,39,7,0,1,No,No,81259.25,Exited,Adult,Poor,Zero Balance
15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,Yes,No,161051.75,Retained,Adult,Very Good,Medium Balance
15787071,Dulhunty,650,Spain,Male,41,9,0,2,No,Yes,191599.67,Retained,Adult,Fair,Zero Balance
15619955,Bevington,733,Germany,Male,34,3,100337.96,3,Yes,No,48559.19,Exited,Adult,Good,High balance
15796505,Boyle,811,Germany,Female,34,1,149297.19,2,Yes,Yes,186339.74,Retained,Adult,Excellent,High balance
15725166,Newton,707,France,Male,30,8,0,2,Yes,No,33159.37,Retained,Young Adult,Good,Zero Balance
15800116,Bowman,712,Germany,Male,28,4,145605.44,1,No,Yes,93883.53,Retained,Young Adult,Good,High balance
15758685,Dubinina,706,Spain,Female,37,7,0,2,Yes,Yes,110899.3,Retained,Adult,Good,Zero Balance
15694456,Toscani,756,France,Male,62,3,0,1,Yes,Yes,11199.04,Exited,Senior,Very Good,Zero Balance
15767339,Chiazagomekpere,777,France,Female,53,10,0,2,Yes,No,189992.97,Retained,Middle-Aged,Very Good,Zero Balance
15683562,Allen,646,France,Male,35,6,84026.86,1,No,Yes,164255.69,Retained,Adult,Fair,Medium Balance
15782210,K'ung,714,France,Male,46,1,0,1,Yes,No,152167.79,Exited,Middle-Aged,Good,Zero Balance
15668893,Wilsmore,782,France,Male,39,8,0,2,Yes,Yes,33949.67,Retained,Adult,Very Good,Zero Balance
15669169,Hargreaves,775,Spain,Male,29,10,0,2,Yes,Yes,68143.93,Retained,Young Adult,Very Good,Zero Balance
15643024,Huang,479,Germany,Male,35,4,138718.92,1,Yes,Yes,47251.79,Exited,Adult,Poor,High balance
15699389,Ch'ien,807,France,Male,42,7,118274.71,1,Yes,Yes,25885.72,Retained,Adult,Excellent,High balance
15708608,Wallwork,799,France,Female,22,8,174185.98,2,No,Yes,192633.85,Retained,Young Adult,Very Good,High balance
15626144,Chu,675,France,Male,40,7,113208.86,2,Yes,No,34577.36,Retained,Adult,Good,High balance
15573112,Kang,602,Spain,Male,29,5,103907.28,1,Yes,No,161229.84,Retained,Young Adult,Fair,High balance
15790678,Davidson,475,France,Female,32,8,119023.28,1,Yes,No,100816.29,Retained,Adult,Poor,High balance
15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,Yes,Yes,181694.44,Retained,Young Adult,Very Good,High balance
15697307,Nnachetam,588,Spain,Male,34,10,0,2,Yes,No,79078.91,Retained,Adult,Fair,Zero Balance
15652266,Chidiebele,703,Germany,Male,42,9,63227,1,No,Yes,137316.32,Retained,Adult,Good,Medium Balance
15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,Yes,No,194926.86,Retained,Adult,Very Good,Medium Balance
15655774,Booth,583,France,Male,27,7,0,2,Yes,No,51285.49,Retained,Young Adult,Fair,Zero Balance
15590241,Chuang,750,Spain,Female,34,9,112822.26,1,No,No,150401.53,Exited,Adult,Very Good,High balance
15785819,Shao,681,France,Male,38,3,0,2,Yes,Yes,112491.96,Retained,Adult,Good,Zero Balance
15723654,Tsao,773,France,Male,25,2,135903.33,1,Yes,No,73656.38,Retained,Young Adult,Very Good,High balance
15774510,Tien,714,France,Female,31,4,125169.26,1,Yes,Yes,106636.89,Retained,Adult,Good,High balance
15684173,Chang,687,Spain,Female,44,7,0,3,Yes,No,155853.52,Exited,Adult,Good,Zero Balance
15650068,Johnson,511,France,Male,58,0,149117.31,1,Yes,Yes,162599.51,Retained,Middle-Aged,Poor,High balance
15811490,French,627,France,Male,33,5,0,2,Yes,Yes,103737.82,Retained,Adult,Fair,Zero Balance
15803976,Efremov,694,France,Female,31,10,0,2,Yes,No,160990.27,Retained,Adult,Good,Zero Balance
15682541,Hartley,616,Spain,Female,36,6,132311.71,1,No,No,15462.84,Retained,Adult,Fair,High balance
15695699,Calabrese,687,France,Male,35,8,0,2,Yes,No,10334.05,Retained,Adult,Good,Zero Balance
15624188,Chiu,712,France,Female,33,6,0,2,Yes,Yes,190686.16,Retained,Adult,Good,Zero Balance
15812191,Brennan,553,France,Male,33,4,118082.89,1,No,No,94440.45,Retained,Adult,Poor,High balance
15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,Yes,Yes,28257.63,Retained,Adult,Fair,High balance
15594898,Hewitt,731,France,Male,43,2,0,1,Yes,Yes,170034.95,Exited,Adult,Good,Zero Balance
15660211,Shih,629,Germany,Male,35,7,156847.29,2,Yes,No,31824.29,Retained,Adult,Fair,High balance
15773972,Balashov,614,France,Male,50,4,137104.47,1,Yes,No,127166.49,Exited,Middle-Aged,Fair,High balance
15746726,Doyle,438,Germany,Male,31,8,78398.69,1,Yes,No,44937.01,Retained,Adult,Poor,Medium Balance
15712287,Pokrovskii,652,France,Female,80,4,0,2,Yes,Yes,188603.07,Retained,Senior,Fair,Zero Balance
15702919,Collins,729,Germany,Male,30,6,63669.42,1,Yes,No,145111.37,Retained,Young Adult,Good,Medium Balance
15674398,Russo,642,France,Male,38,3,0,2,No,No,171463.83,Retained,Adult,Fair,Zero Balance
15797960,Skinner,806,Germany,Female,59,0,135296.33,1,Yes,No,182822.5,Retained,Middle-Aged,Excellent,High balance
15631868,Robertson,744,Spain,Male,36,2,153804.44,1,Yes,Yes,87213.33,Retained,Adult,Very Good,High balance
15581539,Atkinson,474,Spain,Male,37,3,0,2,No,No,57175.32,Retained,Adult,Poor,Zero Balance
15662736,Doyle,559,France,Male,49,2,147069.78,1,Yes,No,120540.83,Exited,Middle-Aged,Poor,High balance
15666252,Ritchie,706,Spain,Male,42,9,0,2,Yes,Yes,28714.34,Retained,Adult,Good,Zero Balance
15677512,McEncroe,628,Spain,Female,22,3,0,1,Yes,No,85426.28,Retained,Young Adult,Fair,Zero Balance
15626114,Pearson,429,France,Male,24,4,95741.75,1,Yes,No,46170.75,Retained,Young Adult,Poor,Medium Balance
15810834,Gordon,525,Spain,Female,57,2,145965.33,1,Yes,Yes,64448.36,Retained,Middle-Aged,Poor,High balance
15678910,Ts'ai,680,France,Female,30,8,141441.75,1,Yes,Yes,16278.97,Retained,Young Adult,Good,High balance
15694408,Lung,749,France,Male,40,1,139290.41,1,Yes,No,182855.42,Exited,Adult,Very Good,High balance
15585215,Yuan,763,France,Female,31,4,0,2,No,No,50404.72,Retained,Adult,Very Good,Zero Balance
15682757,Pardey,734,France,Male,30,3,0,2,Yes,No,107640.25,Retained,Young Adult,Good,Zero Balance
15736601,Tai,716,France,Male,35,4,144428.87,1,Yes,No,134132.65,Retained,Adult,Good,High balance
15601848,Scott,594,France,Male,35,2,0,2,Yes,No,103480.69,Retained,Adult,Fair,Zero Balance
15736008,Hunter,644,France,Female,46,9,95441.27,1,Yes,No,108761.05,Exited,Middle-Aged,Fair,Medium Balance
15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,Yes,Yes,179012.3,Retained,Adult,Good,High balance
15624528,L?,664,Germany,Male,26,7,116244.14,2,Yes,Yes,95145.14,Retained,Young Adult,Fair,High balance
15598493,Beach,656,France,Male,50,7,0,2,No,Yes,72143.44,Retained,Middle-Aged,Fair,Zero Balance
15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,Yes,No,19162.89,Retained,Adult,Fair,High balance
15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,No,Yes,144680.18,Retained,Adult,Fair,High balance
15728669,Knowles,584,Germany,Female,30,8,112013.81,1,Yes,No,177772.03,Exited,Young Adult,Fair,High balance
15742668,Day,626,Spain,Female,37,6,108269.37,1,Yes,No,5597.94,Retained,Adult,Fair,High balance
15697441,Hsueh,485,France,Male,29,7,182123.79,1,Yes,No,116828.51,Exited,Young Adult,Poor,High balance
15740476,Tsao,659,Germany,Female,32,3,150923.74,2,No,Yes,174652.51,Retained,Adult,Fair,High balance
15648064,Kennedy,649,France,Male,33,2,0,2,Yes,No,2010.98,Retained,Adult,Fair,Zero Balance
15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,Yes,No,14109.85,Exited,Adult,Excellent,High balance
15807923,Young,716,Germany,Female,39,10,115301.31,1,Yes,No,43527.4,Exited,Adult,Good,High balance
15745844,Kerr,642,Germany,Female,40,6,129502.49,2,No,Yes,86099.23,Exited,Adult,Fair,High balance
15786170,Tien,659,France,Male,31,4,118342.26,1,No,No,161574.19,Retained,Adult,Fair,High balance
15681081,Marrero,545,Spain,Female,47,5,0,2,Yes,Yes,38970.14,Retained,Middle-Aged,Poor,Zero Balance
15684484,White,543,France,Male,22,8,0,2,No,No,127587.22,Retained,Young Adult,Poor,Zero Balance
15785869,Pisano,718,France,Female,25,7,0,2,Yes,No,30380.12,Retained,Young Adult,Good,Zero Balance
15763859,Brown,840,France,Female,43,7,0,2,Yes,No,90908.95,Retained,Adult,Excellent,Zero Balance
15658935,Freeman,630,Germany,Female,34,9,106937.05,2,Yes,No,138275.01,Retained,Adult,Fair,High balance
15747358,Russell,643,Germany,Male,59,3,170331.37,1,Yes,Yes,32171.79,Retained,Middle-Aged,Fair,High balance
15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,Yes,Yes,126143.23,Retained,Adult,Fair,High balance
15576256,Yusupova,582,France,Male,39,5,0,2,Yes,Yes,129892.93,Retained,Adult,Fair,Zero Balance
15659420,Foley,659,Spain,Male,32,3,107594.11,2,Yes,Yes,102416.84,Retained,Adult,Fair,High balance
15593365,Shih,762,Spain,Male,39,2,81273.13,1,Yes,Yes,18719.67,Retained,Adult,Very Good,Medium Balance
15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,Yes,No,61936.22,Retained,Adult,Poor,High balance
15812007,Power,670,Spain,Male,25,6,0,2,Yes,Yes,78358.94,Retained,Young Adult,Good,Zero Balance
15625461,Amos,613,France,Female,45,1,187841.99,2,Yes,Yes,147224.27,Retained,Adult,Fair,High balance
15739438,Reed,539,France,Male,30,0,0,2,Yes,No,160979.66,Retained,Young Adult,Poor,Zero Balance
15611759,Simmons,850,Spain,Female,57,8,126776.3,2,Yes,Yes,132298.49,Retained,Middle-Aged,Excellent,High balance
15661629,Ricci,522,Spain,Male,34,9,126436.29,1,Yes,No,174248.52,Exited,Adult,Poor,High balance
15633950,Yen,737,France,Male,41,1,101960.74,1,Yes,Yes,123547.28,Retained,Adult,Good,High balance
15592386,Campbell,520,France,Male,58,3,0,2,No,Yes,32790.02,Retained,Middle-Aged,Poor,Zero Balance
15803716,West,706,Spain,Male,28,3,0,2,No,Yes,181543.67,Retained,Young Adult,Good,Zero Balance
15696674,Robinson,643,Germany,Female,45,2,150842.93,1,No,Yes,2319.96,Exited,Adult,Fair,High balance
15706365,Bianchi,648,France,Female,50,9,102535.57,1,Yes,Yes,189543.19,Retained,Middle-Aged,Fair,High balance
15745088,Chen,443,Germany,Female,29,9,99027.61,2,Yes,No,10940.4,Retained,Young Adult,Poor,Medium Balance
15676715,Madukaego,640,France,Male,68,9,0,2,Yes,Yes,199493.38,Retained,Senior,Fair,Zero Balance
15613085,Ibrahimova,628,Spain,Female,33,3,0,1,Yes,Yes,188193.25,Retained,Adult,Fair,Zero Balance
15633537,Nolan,540,Germany,Female,42,9,87271.41,2,Yes,No,172572.64,Retained,Adult,Poor,Medium Balance
15594720,Scott,460,Germany,Female,35,8,102742.91,2,Yes,Yes,189339.6,Retained,Adult,Poor,High balance
15684042,Blair,636,Germany,Male,34,2,40105.51,2,No,Yes,53512.16,Retained,Adult,Fair,Low Balance
15583303,Monaldo,593,France,Female,29,2,152265.43,1,Yes,No,34004.44,Retained,Young Adult,Fair,High balance
15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,Yes,Yes,10598.29,Retained,Adult,Excellent,High balance
15774696,Cole,640,Germany,Female,75,1,106307.91,2,No,Yes,113428.77,Retained,Senior,Fair,High balance
15694506,Briggs,611,Germany,Male,31,0,107884.81,2,Yes,Yes,183487.98,Retained,Adult,Fair,High balance
15688074,Gregory,802,Germany,Male,31,1,125013.72,1,Yes,Yes,187658.09,Retained,Adult,Excellent,High balance
15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,Yes,Yes,172459.39,Retained,Adult,Good,Medium Balance
15758449,Angelo,769,France,Female,39,8,0,1,No,Yes,21016,Retained,Adult,Very Good,Zero Balance
15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,Yes,Yes,122381.02,Exited,Adult,Very Good,High balance
15667871,Kerr,572,Spain,Male,35,4,152390.26,1,Yes,No,128123.66,Retained,Adult,Poor,High balance
15677371,Ko,629,Spain,Female,30,2,34013.63,1,Yes,No,19570.63,Retained,Young Adult,Fair,Low Balance
15629677,Distefano,687,Spain,Female,39,2,0,3,No,No,188150.6,Exited,Adult,Good,Zero Balance
15713578,Farrell,483,France,Female,50,9,0,2,Yes,Yes,111020.24,Retained,Middle-Aged,Poor,Zero Balance
15591509,Milano,690,France,Male,36,7,101583.11,2,Yes,No,123775.15,Retained,Adult,Good,High balance
15568240,Ting,492,Germany,Female,30,10,77168.87,2,No,Yes,146700.22,Retained,Young Adult,Poor,Medium Balance
15622993,Boyd,709,Germany,Male,28,8,124695.72,2,Yes,No,145251.35,Retained,Young Adult,Good,High balance
15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,Yes,No,82463.69,Retained,Adult,Good,High balance
15720910,Black,560,France,Female,66,9,0,1,Yes,Yes,15928.49,Retained,Senior,Poor,Zero Balance
15721181,Oliver,611,Spain,Male,46,6,0,2,Yes,No,45886.33,Retained,Middle-Aged,Fair,Zero Balance
15776433,Greco,730,Spain,Male,62,2,0,2,Yes,Yes,186489.95,Retained,Senior,Good,Zero Balance
15748936,Whitehead,709,Spain,Female,45,2,0,2,No,Yes,162922.65,Retained,Adult,Good,Zero Balance
15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,Yes,No,9262.77,Retained,Young Adult,Poor,High balance
15685226,Morrison,712,Germany,Female,29,7,147199.07,1,Yes,Yes,84932.4,Retained,Young Adult,Good,High balance
15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,Yes,Yes,71557.12,Retained,Adult,Very Good,High balance
15573456,Cunningham,648,Spain,Male,46,9,127209,2,Yes,No,77405.95,Exited,Middle-Aged,Fair,High balance
15684548,Demidov,556,Spain,Male,38,8,0,2,No,No,417.41,Exited,Adult,Poor,Zero Balance
15620505,Celis,594,Spain,Female,24,0,97378.54,1,Yes,Yes,71405.17,Retained,Young Adult,Fair,Medium Balance
15807432,Cheng,645,Germany,Female,37,2,136925.09,2,No,Yes,153400.24,Retained,Adult,Fair,High balance
15584766,Knight,557,France,Male,33,3,54503.55,1,Yes,Yes,371.05,Retained,Adult,Poor,Medium Balance
15612187,Morin,547,Germany,Male,32,8,155726.85,1,Yes,No,67789.99,Retained,Adult,Poor,High balance
15762218,Mills,701,France,Female,39,9,0,2,No,Yes,145894.9,Retained,Adult,Good,Zero Balance
15646372,Outhwaite,616,France,Female,66,1,135842.41,1,Yes,No,183840.51,Exited,Senior,Fair,High balance
15690452,Tung,605,France,Male,52,1,63349.75,1,Yes,No,108887.44,Retained,Middle-Aged,Fair,Medium Balance
15747795,Pai,593,Germany,Female,38,4,129499.42,1,Yes,Yes,154071.27,Retained,Adult,Fair,High balance
15781589,Carpenter,751,Spain,Male,52,8,0,2,No,Yes,179291.85,Retained,Middle-Aged,Very Good,Zero Balance
15732674,Fennell,443,Spain,Male,36,6,70438.01,2,No,Yes,56937.43,Retained,Adult,Poor,Medium Balance
15642291,Fontaine,685,France,Male,23,8,0,2,Yes,Yes,112239.03,Retained,Young Adult,Good,Zero Balance
15692761,Pratt,718,France,Male,36,9,0,1,Yes,No,45909.87,Retained,Adult,Good,Zero Balance
15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,No,No,173779.25,Exited,Middle-Aged,Poor,High balance
15745354,Franklin,611,Spain,Female,37,4,0,2,Yes,No,125696.26,Retained,Adult,Fair,Zero Balance
15701376,K'ung,668,Germany,Male,37,10,152958.29,2,Yes,Yes,159585.61,Retained,Adult,Fair,High balance
15691625,Ko,537,Germany,Female,41,3,138306.34,1,Yes,No,106761.47,Retained,Adult,Poor,High balance
15566594,McKenzie,709,Spain,Male,23,10,0,2,No,No,129590.18,Retained,Young Adult,Good,Zero Balance
15760431,Pino,850,France,Male,38,1,0,2,Yes,Yes,80006.65,Retained,Adult,Excellent,Zero Balance
15686302,Fisk,745,Spain,Female,31,3,124328.84,1,Yes,Yes,140451.52,Retained,Adult,Very Good,High balance
15801559,Chiang,693,Germany,Female,41,9,181461.48,3,Yes,Yes,187929.43,Exited,Adult,Good,High balance
15810432,Moseley,795,Spain,Male,35,8,0,2,Yes,No,167155.36,Retained,Adult,Very Good,Zero Balance
15809616,Hsiung,626,Spain,Male,26,8,0,2,No,No,191420.71,Retained,Young Adult,Fair,Zero Balance
15720559,Heath,487,Germany,Female,61,5,110368.03,1,No,No,11384.45,Exited,Senior,Poor,High balance
15695632,Dellucci,556,France,Female,39,9,89588.35,1,Yes,Yes,94898.1,Retained,Adult,Poor,Medium Balance
15659843,Li,643,France,Female,46,6,0,2,No,No,106781.59,Retained,Middle-Aged,Fair,Zero Balance
15615624,De Salis,605,France,Female,28,6,0,2,No,No,159508.52,Retained,Young Adult,Fair,Zero Balance
15810418,T'ang,756,Germany,Female,60,3,115924.89,1,Yes,No,93524.19,Exited,Middle-Aged,Very Good,High balance
15716186,Richardson,586,France,Female,38,2,0,2,Yes,No,87168.46,Retained,Adult,Fair,Zero Balance
15674551,Fitch,535,Germany,Male,40,7,111756.5,1,Yes,No,8128.32,Exited,Adult,Poor,High balance
15622834,Stevenson,678,France,Female,35,4,0,1,Yes,No,125518.32,Retained,Adult,Good,Zero Balance
15566111,Estes,596,France,Male,39,9,0,1,Yes,No,48963.59,Retained,Adult,Fair,Zero Balance
15784597,Lattimore,648,France,Male,26,9,162923.85,1,Yes,No,98368.24,Retained,Young Adult,Fair,High balance
15652883,Chung,492,Germany,Male,39,10,124576.65,2,Yes,No,148584.61,Retained,Adult,Poor,High balance
15806964,Utz,702,France,Male,45,0,80793.58,1,Yes,Yes,27474.81,Retained,Adult,Good,Medium Balance
15576313,Wei,486,Germany,Female,40,9,71340.09,1,Yes,No,76192.21,Retained,Adult,Poor,Medium Balance
15806467,Boyle,568,Germany,Male,40,1,99282.63,1,No,No,134600.94,Exited,Adult,Poor,Medium Balance
15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,Yes,Yes,72467.99,Exited,Middle-Aged,Fair,High balance
15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,No,Yes,199645.45,Retained,Adult,Good,High balance
15705521,Pisani,548,Germany,Female,33,0,101084.36,1,Yes,No,42749.85,Retained,Adult,Poor,High balance
15595039,Manna,545,Germany,Female,37,8,114754.08,1,Yes,No,136050.44,Exited,Adult,Poor,High balance
15799384,Collier,683,France,Male,33,8,0,1,No,No,73564.44,Retained,Adult,Good,Zero Balance
15581197,Ricci,762,France,Female,51,3,99286.98,1,No,Yes,85578.63,Retained,Middle-Aged,Very Good,Medium Balance
15693737,Carr,627,Germany,Female,30,4,79871.02,2,Yes,No,129826.89,Retained,Young Adult,Fair,Medium Balance
15624623,Hs?,516,France,Male,35,10,104088.59,2,No,No,119666,Retained,Adult,Poor,High balance
15783501,Findlay,800,France,Female,38,2,168190.33,2,Yes,No,68052.08,Retained,Adult,Excellent,High balance
15690134,Hughes,464,Germany,Female,42,3,85679.25,1,Yes,Yes,164104.74,Retained,Adult,Poor,Medium Balance
15782735,Chukwuemeka,626,France,Female,35,3,0,1,No,No,80190.36,Retained,Adult,Fair,Zero Balance
15611088,Genovese,790,France,Female,31,9,0,2,Yes,No,84126.75,Retained,Adult,Very Good,Zero Balance
15672145,Swift,534,France,Female,34,7,121551.58,2,Yes,Yes,70179,Retained,Adult,Poor,High balance
15732628,Ugoji,745,France,Male,46,2,122220.19,1,Yes,Yes,118024.1,Retained,Middle-Aged,Very Good,High balance
15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,No,No,145704.19,Exited,Middle-Aged,Poor,High balance
15803406,Ross,748,France,Female,26,1,77780.29,1,No,Yes,183049.41,Retained,Young Adult,Very Good,Medium Balance
15730460,Oleary,722,France,Male,37,2,0,1,No,No,120906.83,Retained,Adult,Good,Zero Balance
15644572,Turnbull,501,France,Male,40,4,125832.2,1,Yes,Yes,100433.83,Retained,Adult,Poor,High balance
15694860,Uspensky,675,France,Female,38,6,68065.8,1,No,No,138777,Exited,Adult,Good,Medium Balance
15658169,Cook,778,Spain,Female,47,6,127299.34,2,Yes,No,124694.99,Retained,Middle-Aged,Very Good,High balance
15794396,Newbold,494,Germany,Female,38,7,174937.64,1,Yes,No,40084.32,Retained,Adult,Poor,High balance
15785798,Uchechukwu,850,France,Male,40,9,0,2,No,Yes,119232.33,Retained,Adult,Excellent,Zero Balance
15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,No,No,43921.36,Retained,Adult,Fair,High balance
15668444,He,590,Spain,Female,44,3,139432.37,1,Yes,No,62222.81,Retained,Adult,Fair,High balance
15726631,Hilton,758,France,Female,39,6,127357.76,1,No,Yes,56577,Retained,Adult,Very Good,High balance
15733797,Sal,506,France,Male,36,5,0,2,Yes,No,164253.35,Retained,Adult,Poor,Zero Balance
15747960,Eluemuno,733,France,Male,33,3,0,1,Yes,Yes,7666.73,Retained,Adult,Good,Zero Balance
15634632,Titus,711,France,Male,38,3,0,2,Yes,No,68487.51,Retained,Adult,Good,Zero Balance
15707362,Yin,514,Germany,Male,43,1,95556.31,1,No,Yes,199273.98,Exited,Adult,Poor,Medium Balance
15662976,Lettiere,637,Spain,Male,37,8,0,1,Yes,Yes,186062.36,Retained,Adult,Fair,Zero Balance
15732778,Templeman,468,Germany,Male,29,1,111681.98,2,Yes,Yes,195711.16,Retained,Young Adult,Poor,High balance
15718443,Chibuzo,539,France,Male,39,3,0,2,Yes,No,36692.17,Retained,Adult,Poor,Zero Balance
15670039,Sun,509,Spain,Female,25,3,108738.71,2,Yes,No,106920.57,Retained,Young Adult,Poor,High balance
15773792,Evans,662,France,Female,32,4,133950.37,1,Yes,Yes,48725.68,Exited,Adult,Fair,High balance
15613786,Ogbonnaya,818,Spain,Male,26,4,0,2,Yes,Yes,167036.94,Retained,Young Adult,Excellent,Zero Balance
15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,Yes,No,68777.26,Retained,Adult,Fair,Medium Balance
15663252,Olisanugo,850,Spain,Female,32,9,0,2,Yes,Yes,18924.92,Retained,Adult,Excellent,Zero Balance
15593782,Brookes,816,Germany,Female,38,5,130878.75,3,Yes,No,71905.77,Exited,Adult,Excellent,High balance
15633283,Padovano,536,France,Male,35,8,0,2,Yes,No,64833.28,Retained,Adult,Poor,Zero Balance
15749167,Fisk,753,France,Male,35,3,0,2,Yes,Yes,184843.77,Retained,Adult,Very Good,Zero Balance
15759298,Shih,631,Spain,Male,27,10,134169.62,1,Yes,Yes,176730.02,Retained,Young Adult,Fair,High balance
15683625,Hare,703,France,Male,37,1,149762.08,1,Yes,No,20629.4,Exited,Adult,Good,High balance
15635367,Muir,774,France,Male,26,2,93844.69,1,Yes,No,28415.36,Retained,Young Adult,Very Good,Medium Balance
15681705,Fanucci,785,France,Male,28,8,0,2,Yes,No,77231.27,Retained,Young Adult,Very Good,Zero Balance
15603156,Elewechi,571,France,Female,33,1,0,2,Yes,No,102750.7,Retained,Adult,Poor,Zero Balance
15591986,Johnston,621,Germany,Male,46,6,141078.37,1,No,No,34580.8,Exited,Middle-Aged,Fair,High balance
15798888,Pisano,605,Germany,Female,31,1,117992.59,1,Yes,Yes,183598.77,Retained,Adult,Fair,High balance
15809722,Ankudinov,611,France,Female,40,8,100812.33,2,Yes,No,147358.27,Retained,Adult,Fair,High balance
15677538,Nwokike,569,France,Male,38,7,0,1,Yes,Yes,108469.2,Retained,Adult,Poor,Zero Balance
15797736,Smith,658,France,Male,29,4,80262.6,1,Yes,Yes,20612.82,Retained,Young Adult,Fair,Medium Balance
15695585,Atkins,788,Spain,Male,34,6,156478.62,1,No,Yes,181196.76,Retained,Adult,Very Good,High balance
15744398,Burns,525,France,Female,23,5,0,2,Yes,No,160249.1,Retained,Young Adult,Poor,Zero Balance
15750658,Obiuto,798,France,Male,37,8,0,3,No,No,110783.28,Retained,Adult,Very Good,Zero Balance
15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,Yes,No,144995.33,Retained,Adult,Poor,High balance
15676519,George,615,Spain,Male,61,9,0,2,Yes,No,150227.85,Exited,Senior,Fair,Zero Balance
